patho_niv1;libelle_comorbidite;annee;ntop;ncomorb;proportion_comorb;niveau_prioritaire
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2018;293820;1220;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme actif;2019;122230;510;0.004;3
Cancers;VIH ou SIDA;2018;95520;400;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2016;4777910;19850;0.004;1
Maladies cardio-neurovasculaires;Dialyse chronique;2019;382180;1590;0.004;3
Maladies cardio-neurovasculaires;VIH ou SIDA;2018;100380;420;0.004;3
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2020;837460;3480;0.004;2
Traitements psychotropes (hors pathologies);Paraplégie;2021;1181660;4910;0.004;3
Cancers;Dialyse chronique;2020;3348580;13910;0.004;1
Cancers;Autres affections neurologiques;2020;506970;2110;0.004;3
Diabète;Cancer du poumon actif;2021;4171550;17320;0.004;3
Insuffisance rénale chronique terminale;Cancer du sein de la femme actif;2015;86980;360;0.004;1
Cancers;Embolie pulmonaire aiguë;2019;1783330;7400;0.004;2
Cancers;Autres affections neurologiques;2016;3064910;12720;0.004;1
Traitements psychotropes (hors pathologies);Paraplégie;2020;1199960;4980;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2017;4910800;20370;0.004;1
Maladies cardio-neurovasculaires;Paraplégie;2015;692220;2870;0.004;3
Cancers;Embolie pulmonaire aiguë;2016;1625310;6740;0.004;2
Cancers;Autres affections neurologiques;2019;219410;910;0.004;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2015;140370;580;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2020;391210;1620;0.004;3
Cancers;Cancer du poumon sous surveillance;2017;514790;2130;0.004;2
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2018;123800;510;0.004;3
Traitements psychotropes (hors pathologies);Sclérose en plaques;2015;1670440;6920;0.004;3
Traitements psychotropes (hors pathologies);Cancer colorectal actif;2019;2936040;12160;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2015;1569660;6500;0.004;3
Cancers;VIH ou SIDA;2018;147710;610;0.004;2
Cancers;Maladies métaboliques héréditaires ou amylose;2015;826550;3420;0.004;3
Traitements du risque vasculaire (hors pathologies);Autres affections neurologiques;2019;8434220;34930;0.004;1
Maladies cardio-neurovasculaires;Paraplégie;2017;712020;2950;0.004;3
Maladies psychiatriques;Maladies inflammatoires chroniques intestinales;2015;450960;1870;0.004;3
Maladies cardio-neurovasculaires;VIH ou SIDA;2021;50250;210;0.004;3
Cancers;VIH ou SIDA;2016;46620;190;0.004;3
Cancers;Maladies métaboliques héréditaires ou amylose;2020;210400;870;0.004;3
Cancers;Maladies métaboliques héréditaires ou amylose;2017;514790;2130;0.004;2
Cancers;Maladies métaboliques héréditaires ou amylose;2019;219410;910;0.004;3
Cancers;Maladies métaboliques héréditaires ou amylose;2018;3252990;13460;0.004;1
Traitements psychotropes (hors pathologies);Sclérose en plaques;2021;3173030;13130;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Dialyse chronique;2020;8940;40;0.004;3
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2018;193600;800;0.004;3
Diabète;Maladies métaboliques héréditaires ou amylose;2018;3845810;15900;0.004;3
Maladies psychiatriques;VIH ou SIDA;2021;1405070;5810;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2021;2152680;8890;0.004;2
Cancers;VIH ou SIDA;2020;99790;410;0.004;3
Autres affections de longue durée (dont 31 et 32);Syndrome coronaire aigu;2019;1744620;7200;0.004;3
Diabète;Maladies métaboliques héréditaires ou amylose;2017;3770850;15560;0.004;3
Maladies neurologiques ou dégénératives;Cancer du sein de la femme actif;2016;157770;650;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Troubles psychotiques;2018;8730;40;0.004;3
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2020;966880;3990;0.004;2
Traitements du risque vasculaire (hors pathologies);Autres affections neurologiques;2021;3086930;12730;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2021;1371360;5650;0.004;1
Maladies cardio-neurovasculaires;VIH ou SIDA;2021;708630;2920;0.004;3
Traitements psychotropes (hors pathologies);Paraplégie;2019;5485330;22600;0.004;1
Cancers;VIH ou SIDA;2018;52190;220;0.004;3
Cancers;Dialyse chronique;2021;161670;670;0.004;2
Maladies psychiatriques;Troubles du rythme ou de la conduction cardiaque;2021;219590;900;0.004;3
Maladies neurologiques ou dégénératives;Maladies métaboliques héréditaires ou amylose;2018;268160;1100;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2017;116370;480;0.004;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2017;140020;580;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2016;828580;3410;0.004;2
Maladies psychiatriques;Cancer colorectal actif;2019;1403470;5770;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2021;102360;420;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2015;4645340;19100;0.004;1
Cancers;VIH ou SIDA;2019;98010;400;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2020;1781750;7330;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2021;2050320;8430;0.004;3
Maladies psychiatriques;Autres maladies inflammatoires chroniques;2016;426740;1750;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2019;102740;420;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Dialyse chronique;2017;8530;40;0.004;3
Cancers;Embolie pulmonaire aiguë;2021;216400;890;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;VIH ou SIDA;2019;185240;760;0.004;2
Cancers;Autres affections neurologiques;2019;377020;1550;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;VIH ou SIDA;2021;192330;790;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme actif;2021;192330;790;0.004;2
Traitements psychotropes (hors pathologies);Paraplégie;2019;1217820;4990;0.004;3
Maladies cardio-neurovasculaires;Dialyse chronique;2020;391210;1600;0.004;3
Maladies neurologiques ou dégénératives;Spondylarthrite ankylosante et maladies apparentées;2015;153920;630;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Démences (dont maladie d'Alzheimer);2019;150620;620;0.004;3
Cancers;Cancer du poumon sous surveillance;2016;503750;2060;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Hémophilie ou troubles de l'hémostase graves;2015;135500;560;0.004;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;VIH ou SIDA;2021;247100;1010;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2019;2074760;8500;0.004;2
Cancers;Autres affections neurologiques;2018;217080;890;0.004;3
Traitements psychotropes (hors pathologies);Paraplégie;2020;5611830;22980;0.004;1
Maladies cardio-neurovasculaires;Autres affections neurologiques;2019;1972020;8070;0.004;3
Cancers;Maladies métaboliques héréditaires ou amylose;2021;216400;890;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2018;218520;890;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2016;186850;760;0.004;3
Maladies psychiatriques;Autres affections neurologiques;2018;471270;1930;0.004;3
Maladies neurologiques ou dégénératives;Maladies métaboliques héréditaires ou amylose;2017;265450;1090;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2018;1251350;5110;0.004;1
Diabète;Maladies métaboliques héréditaires ou amylose;2019;3941140;16110;0.004;3
Maladies cardio-neurovasculaires;Dialyse chronique;2018;377450;1540;0.004;3
Maladies neurologiques ou dégénératives;Cancer du sein de la femme actif;2020;187570;770;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2019;1295420;5290;0.004;1
Cancers;Autres affections neurologiques;2017;91840;380;0.004;3
Cancers;Autres affections neurologiques;2016;503750;2060;0.004;2
Traitements psychotropes (hors pathologies);VIH ou SIDA;2015;1670440;6820;0.004;3
Insuffisance rénale chronique terminale;Cancer du sein de la femme actif;2020;99760;410;0.004;1
Cancers;Embolie pulmonaire aiguë;2020;3348580;13660;0.004;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer de la prostate actif;2019;150620;610;0.004;3
Insuffisance rénale chronique terminale;Cancer colorectal actif;2018;39000;160;0.004;3
Cancers;Maternité (avec ou sans pathologies);2015;210180;860;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2020;997320;4070;0.004;2
Diabète;Cancer du poumon actif;2020;4036560;16450;0.004;3
Cancers;Cancer du poumon sous surveillance;2021;871430;3550;0.004;3
Maladies du foie ou du pancréas (hors mucoviscidose);Hémophilie ou troubles de l'hémostase graves;2016;571290;2330;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2021;244480;1000;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2021;708630;2890;0.004;3
Cancers;Dialyse chronique;2019;3324170;13540;0.004;1
Cancers;Dialyse chronique;2018;371680;1510;0.004;2
Cancers;Cancer du poumon sous surveillance;2018;855710;3490;0.004;3
Traitements psychotropes (hors pathologies);Maladies métaboliques héréditaires ou amylose;2017;321440;1310;0.004;3
Maladies psychiatriques;Maladies du foie ou du pancréas (hors mucoviscidose);2020;205580;840;0.004;3
Diabète;Cancer du poumon actif;2019;3941140;16040;0.004;3
Cancers;Autres affections neurologiques;2021;735790;3000;0.004;2
Cancers;Maternité (avec ou sans pathologies);2016;214320;870;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2015;1789180;7280;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2017;449950;1830;0.004;3
Traitements psychotropes (hors pathologies);Sclérose en plaques;2020;3144390;12780;0.004;3
Traitements du risque vasculaire (hors pathologies);Spondylarthrite ankylosante et maladies apparentées;2015;3751070;15250;0.004;3
Traitements psychotropes (hors pathologies);VIH ou SIDA;2018;319820;1300;0.004;3
Cancers;Cancer du poumon sous surveillance;2019;866240;3520;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2016;1166050;4740;0.004;1
Insuffisance rénale chronique terminale;Cancer du sein de la femme actif;2016;36180;150;0.004;3
Insuffisance rénale chronique terminale;Cancer du poumon sous surveillance;2015;48960;200;0.004;3
Insuffisance rénale chronique terminale;Cancer colorectal actif;2016;36180;150;0.004;3
Cancers;Maladies métaboliques héréditaires ou amylose;2018;220950;900;0.004;3
Cancers;Cancer du poumon sous surveillance;2020;861070;3500;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2015;624390;2540;0.004;3
Cancers;Cancer du poumon actif;2020;234620;950;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2018;193600;790;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2020;705340;2860;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Sclérose en plaques;2018;213090;870;0.004;3
Cancers;Autres affections neurologiques;2019;504200;2050;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2017;1886070;7650;0.004;3
Cancers;Dialyse chronique;2019;152890;620;0.004;2
Maladies cardio-neurovasculaires;Dialyse chronique;2021;396930;1610;0.004;3
Maladies psychiatriques;Cancer de la prostate actif;2019;2784220;11280;0.004;1
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2021;396930;1610;0.004;3
Traitements psychotropes (hors pathologies);Paraplégie;2021;5756850;23310;0.004;1
Maladies du foie ou du pancréas (hors mucoviscidose);Hémophilie ou troubles de l'hémostase graves;2015;561970;2280;0.004;3
Cancers;Paraplégie;2016;1625310;6580;0.004;2
Traitements psychotropes (hors pathologies);Spondylarthrite ankylosante et maladies apparentées;2019;315810;1280;0.004;3
Maladies psychiatriques;Autres affections neurologiques;2017;463610;1880;0.004;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2019;137920;560;0.004;3
Cancers;Autres affections neurologiques;2018;220950;890;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Démences (dont maladie d'Alzheimer);2018;146370;590;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du poumon actif;2017;285510;1160;0.004;3
Diabète;Maladies métaboliques héréditaires ou amylose;2016;3685160;14910;0.004;3
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2020;98920;400;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2019;1779170;7200;0.004;3
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2021;833500;3370;0.004;2
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2019;49240;200;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2015;1889180;7640;0.004;2
Maladies neurologiques ou dégénératives;Syndrome coronaire aigu;2020;1673080;6760;0.004;1
Maladies inflammatoires ou rares ou VIH ou SIDA;VIH ou SIDA;2020;188330;760;0.004;2
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2017;1984360;8020;0.004;2
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Sclérose en plaques;2021;247100;1000;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2016;1934600;7810;0.004;2
Cancers;Embolie pulmonaire aiguë;2019;219410;890;0.004;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2019;180350;730;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2017;1211970;4890;0.004;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2019;301260;1220;0.004;3
Cancers;Dialyse chronique;2018;3252990;13130;0.004;1
Maladies neurologiques ou dégénératives;Cancer du sein de la femme actif;2020;50310;200;0.004;3
Cancers;Paraplégie;2021;1823190;7360;0.004;2
Cancers;Paraplégie;2020;1801320;7270;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2015;1127020;4540;0.004;1
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2016;1838740;7410;0.004;3
Traitements psychotropes (hors pathologies);Maladies métaboliques héréditaires ou amylose;2021;330730;1330;0.004;3
Cancers;Embolie pulmonaire aiguë;2015;1590340;6410;0.004;2
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2021;138950;560;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2015;46420;190;0.004;3
Traitements psychotropes (hors pathologies);Sclérose en plaques;2019;3012290;12130;0.004;3
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2018;268160;1080;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2021;1030990;4150;0.004;2
Maladies psychiatriques;Maladies du foie ou du pancréas (hors mucoviscidose);2021;219590;880;0.004;3
Cancers;Autres affections neurologiques;2015;45210;180;0.004;3
Cancers;Embolie pulmonaire aiguë;2018;1739090;7000;0.004;2
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2019;854720;3440;0.004;2
Diabète;Cancer du poumon actif;2018;3845810;15480;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Spondylarthrite ankylosante et maladies apparentées;2021;159360;640;0.004;3
Cancers;Embolie pulmonaire aiguë;2017;1682970;6770;0.004;2
Traitements psychotropes (hors pathologies);Paraplégie;2018;5611230;22550;0.004;1
Maladies psychiatriques;Cancer du poumon sous surveillance;2019;717410;2880;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2020;188330;760;0.004;2
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2019;2074760;8340;0.004;2
Cancers;VIH ou SIDA;2016;134860;540;0.004;2
Maladies cardio-neurovasculaires;Paraplégie;2015;808730;3250;0.004;2
Cancers;Paraplégie;2017;1682970;6760;0.004;2
Insuffisance rénale chronique terminale;Cancer colorectal actif;2017;37620;150;0.004;3
Traitements psychotropes (hors pathologies);VIH ou SIDA;2021;3173030;12730;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Spondylarthrite ankylosante et maladies apparentées;2017;143560;580;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Démences (dont maladie d'Alzheimer);2017;143560;580;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2018;179960;720;0.004;2
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2020;2105960;8450;0.004;2
Cancers;Autres affections neurologiques;2016;88240;350;0.004;3
Maladies psychiatriques;Cancer de la prostate actif;2018;138370;560;0.004;3
Insuffisance rénale chronique terminale;Cancer du poumon sous surveillance;2021;100970;410;0.004;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Myopathie ou myasthénie;2018;8730;40;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2016;167850;670;0.004;2
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2015;100010;400;0.004;3
Cancers;Maladies métaboliques héréditaires ou amylose;2017;3155100;12650;0.004;1
Traitements psychotropes (hors pathologies);Syndrome coronaire aigu;2018;3103880;12440;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2018;119520;480;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2016;868200;3480;0.004;2
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2019;343680;1380;0.004;3
Maladies du foie ou du pancréas (hors mucoviscidose);Embolie pulmonaire aiguë;2016;571290;2290;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2019;1972020;7900;0.004;3
Maladies cardio-neurovasculaires;Dialyse chronique;2017;373600;1500;0.004;3
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2020;661590;2650;0.004;3
Cancers;Paraplégie;2015;1590340;6370;0.004;2
Maladies psychiatriques;Cancer colorectal actif;2019;717410;2870;0.004;3
Maladies cardio-neurovasculaires;Déficience mentale;2019;382180;1530;0.004;3
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2016;92700;370;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2020;120440;480;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Embolie pulmonaire aiguë;2016;198930;800;0.004;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Syndrome coronaire aigu;2020;8747130;35000;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2021;971240;3890;0.004;2
Maladies neurologiques ou dégénératives;Spondylarthrite ankylosante et maladies apparentées;2016;319130;1280;0.004;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Syndrome coronaire aigu;2019;9969770;39860;0.004;3
Cancers;Cancer du poumon actif;2021;232480;930;0.004;3
Traitements psychotropes (hors pathologies);Paraplégie;2018;1318510;5270;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2017;4910800;19620;0.004;1
Cancers;Maladies métaboliques héréditaires ou amylose;2016;291840;1170;0.004;3
Cancers;Dialyse chronique;2017;3155100;12600;0.004;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du poumon actif;2015;191580;770;0.004;3
Maladies cardio-neurovasculaires;VIH ou SIDA;2021;2152680;8600;0.004;2
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2019;102740;410;0.004;3
Cancers;Autres affections neurologiques;2017;205230;820;0.004;3
Cancers;Autres affections neurologiques;2018;371680;1480;0.004;2
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2020;2007040;8010;0.004;3
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2021;849300;3390;0.004;3
Cancers;Autres affections neurologiques;2020;142220;570;0.004;3
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2017;191160;760;0.004;3
Cancers;Paraplégie;2019;1783330;7110;0.004;2
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2015;4645340;18510;0.004;1
Cancers;Paraplégie;2018;1739090;6930;0.004;2
Cancers;Embolie pulmonaire aiguë;2016;3064910;12220;0.004;1
Cancers;Cancer du poumon actif;2015;205260;820;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Spondylarthrite ankylosante et maladies apparentées;2018;146370;580;0.004;3
Maladies du foie ou du pancréas (hors mucoviscidose);Hémophilie ou troubles de l'hémostase graves;2017;586130;2330;0.004;3
Maladies psychiatriques;Cancer de la prostate actif;2019;137920;550;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2018;1742420;6930;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2020;1327420;5280;0.004;1
Cancers;Dialyse chronique;2017;361010;1440;0.004;2
Cancers;Autres affections neurologiques;2015;300150;1190;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer de la prostate sous surveillance;2019;150620;600;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2015;241740;960;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Syndrome coronaire aigu;2016;868200;3450;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Hémophilie ou troubles de l'hémostase graves;2016;139650;560;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2016;275170;1090;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2019;711030;2820;0.004;3
Maladies cardio-neurovasculaires;Dialyse chronique;2016;357000;1420;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2018;1926460;7650;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2019;122230;490;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Syndrome coronaire aigu;2015;1127020;4470;0.004;1
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2018;2026840;8040;0.004;2
Traitements psychotropes (hors pathologies);Paraplégie;2017;1450720;5750;0.004;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Dialyse chronique;2021;9665390;38320;0.004;3
Maladies neurologiques ou dégénératives;Maladies métaboliques héréditaires ou amylose;2017;768900;3050;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2019;382180;1520;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2018;1926460;7640;0.004;3
Maladies cardio-neurovasculaires;VIH ou SIDA;2021;2050320;8130;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2021;708630;2810;0.004;3
Autres affections de longue durée (dont 31 et 32);Syndrome coronaire aigu;2020;1761940;6980;0.004;3
Maladies psychiatriques;Cancer de la prostate actif;2020;696180;2760;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2018;2026840;8030;0.004;2
Cancers;Dialyse chronique;2018;147710;590;0.004;2
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2017;265450;1050;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2018;119520;470;0.004;3
Cancers;Embolie pulmonaire aiguë;2019;3324170;13160;0.004;1
Autres affections de longue durée (dont 31 et 32);Sclérose en plaques;2018;1741630;6890;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2015;1889180;7480;0.004;2
Maladies cardio-neurovasculaires;VIH ou SIDA;2020;47530;190;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2017;712020;2820;0.004;3
Traitements psychotropes (hors pathologies);VIH ou SIDA;2016;327430;1300;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2016;705120;2790;0.004;3
Cancers;VIH ou SIDA;2016;88240;350;0.004;3
Cancers;Spondylarthrite ankylosante et maladies apparentées;2016;469880;1860;0.004;3
Maladies neurologiques ou dégénératives;Syndrome coronaire aigu;2021;1682830;6650;0.004;1
Traitements psychotropes (hors pathologies);Paraplégie;2017;5733000;22640;0.004;1
Traitements du risque vasculaire (hors pathologies);Autres affections neurologiques;2018;7296540;28810;0.004;3
Maladies neurologiques ou dégénératives;Paraplégie;2016;755400;2980;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Embolie pulmonaire aiguë;2019;221110;870;0.004;3
Maladies psychiatriques;Cancer de la prostate actif;2019;1403470;5540;0.004;3
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2018;1662620;6560;0.004;1
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2015;309370;1220;0.004;3
Maladies psychiatriques;Syndrome coronaire aigu;2015;1264240;4990;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Spondylarthrite ankylosante et maladies apparentées;2016;139650;550;0.004;3
Maladies psychiatriques;Cancer colorectal actif;2015;409650;1620;0.004;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2015;45400;180;0.004;3
Cancers;Dialyse chronique;2015;339560;1340;0.004;2
Maladies psychiatriques;Cancer de la prostate actif;2017;140020;550;0.004;3
Maladies psychiatriques;Maladies métaboliques héréditaires ou amylose;2020;404760;1600;0.004;3
Maladies neurologiques ou dégénératives;Dialyse chronique;2021;99970;390;0.004;3
Insuffisance rénale chronique terminale;Cancer colorectal actif;2020;41100;160;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2019;123870;490;0.004;3
Cancers;Autres affections neurologiques;2015;3022490;11910;0.004;1
Traitements psychotropes (hors pathologies);Sclérose en plaques;2018;3103880;12220;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2018;935510;3680;0.004;2
Cancers;Autres affections neurologiques;2017;217140;860;0.004;3
Traitements psychotropes (hors pathologies);Syndrome coronaire aigu;2016;3235010;12740;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2019;54610;220;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2015;1789180;7040;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Syndrome coronaire aigu;2019;970340;3820;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2021;312520;1230;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres maladies inflammatoires chroniques;2021;159360;630;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2018;100380;400;0.004;3
Cancers;Embolie pulmonaire aiguë;2020;210400;830;0.004;3
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2020;98380;390;0.004;3
Maladies psychiatriques;Maladies métaboliques héréditaires ou amylose;2019;431960;1700;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2015;185630;730;0.004;3
Cancers;Paraplégie;2017;49070;190;0.004;3
Cancers;Embolie pulmonaire aiguë;2017;3155100;12410;0.004;1
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2018;48070;190;0.004;3
Cancers;Embolie pulmonaire aiguë;2016;211910;830;0.004;3
Maladies neurologiques ou dégénératives;Cancer du sein de la femme actif;2016;46060;180;0.004;3
Traitements du risque vasculaire (hors pathologies);VIH ou SIDA;2018;3152890;12390;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Syndrome coronaire aigu;2017;903550;3550;0.004;2
